metric,juniors,rating_floor,fed,yP,yPEA,E,A,weights
top1,FALSE,1000,BAN,173.619477,168.4771170496285,415,-11,4.322818395493567e-5
top1,FALSE,1000,BEL,100.359128,111.94488807495978,-229,21,8.337272991941433e-5
top1,FALSE,1000,BRA,249.150323,255.7263524962878,-145,12,8.887784904182754e-5
top1,FALSE,1000,BUL,28.97489200000001,30.48348604669721,-266,4,5.2202918973083183e-05
top1,FALSE,1000,CHI,307.192474,304.6281683109728,303,-6,6.333707816025693e-5
top1,FALSE,1000,CHN,97.47903199999999,99.32281728154167,214,2,2.1630576250496888e-4
top1,FALSE,1000,COL,214.81499,214.3138219315573,27,-1,1.6274687974740724e-4
top1,FALSE,1000,CRO,220.15078,220.52050832660277,491,-2,1.0222604665428205e-4
top1,FALSE,1000,CUB,163.008678,168.14756689282638,517,6,2.105916129658144e-4
top1,FALSE,1000,CZE,195.981393,197.72589637174084,369,1,9.668106207198792e-5
top1,FALSE,1000,DEN,141.551312,131.0628406062524,-168,-17,6.52318729070687e-5
top1,FALSE,1000,EGY,146.97848199999999,152.99606771089094,237,9,4.5631377921357854e-5
top1,FALSE,1000,ENG,72.27015800000001,77.82544209968056,463,7,6.600820632728076e-5
top1,FALSE,1000,ESP,96.62792200000001,97.28921658477654,24,1,1.349783597054526e-4
top1,FALSE,1000,FRA,129.558162,128.7842660870699,500,-4,8.923545281409591e-5
top1,FALSE,1000,GEO,106.150577,107.30167034062126,180,1,1.3065195021885086e-4
top1,FALSE,1000,GER,104.135135,109.25789606079,-48,9,2.907137931970093e-4
top1,FALSE,1000,GRE,281.333804,279.2788959563991,92,-4,1.0897603098944896e-4
top1,FALSE,1000,HUN,122.04817499999999,113.77202758453724,350,-16,9.232273867663581e-5
