juniors,inactives,floor,fed,metric,value
FALSE,FALSE,1400,FRA,median_ptpval,6.19e-4
FALSE,FALSE,1400,FRA,agediffoverall,12.7242012
FALSE,FALSE,1400,FRA,knapp1,0.1100164
FALSE,FALSE,1400,FRA,knapp10,0.07982247
FALSE,FALSE,1400,FRA,knapp30,3.06222e-4
FALSE,FALSE,1400,FRA,perf,4.3
FALSE,FALSE,1400,ESP,top1_obs,299
FALSE,FALSE,1400,ESP,top1_ptmean,225.783362
FALSE,FALSE,1400,ESP,top1_ptsd,89.22207835
FALSE,FALSE,1400,ESP,top1_ptpval,0.205604
FALSE,FALSE,1400,ESP,agedifftop1,1
FALSE,FALSE,1400,ESP,top10_obs,376.2
FALSE,FALSE,1400,ESP,top10_ptmean,315.009535
FALSE,FALSE,1400,ESP,top10_ptsd,46.28843196
FALSE,FALSE,1400,ESP,top10_ptpval,0.090007
FALSE,FALSE,1400,ESP,agedifftop10,-3.6
FALSE,FALSE,1400,ESP,mean_obs,19.330857
FALSE,FALSE,1400,ESP,mean_ptmean,-0.014725818
FALSE,FALSE,1400,ESP,mean_ptsd,17.05346971
FALSE,FALSE,1400,ESP,mean_ptpval,0.128149
FALSE,FALSE,1400,ESP,sd_obs,12.5581648
FALSE,FALSE,1400,ESP,sd_ptmean,0.222479486
FALSE,FALSE,1400,ESP,sd_ptsd,11.11182447
FALSE,FALSE,1400,ESP,sd_ptpval,0.133002
FALSE,FALSE,1400,ESP,median_obs,-9
FALSE,FALSE,1400,ESP,median_ptmean,-0.5465645
FALSE,FALSE,1400,ESP,median_ptsd,24.07115194
FALSE,FALSE,1400,ESP,median_ptpval,0.643184
FALSE,FALSE,1400,ESP,agediffoverall,12.0411766
FALSE,FALSE,1400,ESP,knapp1,0.2023764
FALSE,FALSE,1400,ESP,knapp10,0.1528078
FALSE,FALSE,1400,ESP,knapp30,0.1968881
FALSE,FALSE,1400,ESP,perf,1.9
FALSE,FALSE,1400,POL,top1_obs,348
FALSE,FALSE,1400,POL,top1_ptmean,157.937226
FALSE,FALSE,1400,POL,top1_ptsd,86.51707247
FALSE,FALSE,1400,POL,top1_ptpval,0.006153
FALSE,FALSE,1400,POL,agedifftop1,-11
FALSE,FALSE,1400,POL,top10_obs,309.4
FALSE,FALSE,1400,POL,top10_ptmean,213.266595
FALSE,FALSE,1400,POL,top10_ptsd,50.87160628
FALSE,FALSE,1400,POL,top10_ptpval,0.03096
FALSE,FALSE,1400,POL,agedifftop10,3.1
FALSE,FALSE,1400,POL,mean_obs,15.721998
FALSE,FALSE,1400,POL,mean_ptmean,-0.003102479
FALSE,FALSE,1400,POL,mean_ptsd,21.80613356
FALSE,FALSE,1400,POL,mean_ptpval,0.236158
FALSE,FALSE,1400,POL,sd_obs,39.3632595
FALSE,FALSE,1400,POL,sd_ptmean,0.30334894
FALSE,FALSE,1400,POL,sd_ptsd,14.07614798
FALSE,FALSE,1400,POL,sd_ptpval,0.00255
FALSE,FALSE,1400,POL,median_obs,-7
FALSE,FALSE,1400,POL,median_ptmean,0.404378
FALSE,FALSE,1400,POL,median_ptsd,30.09002316
FALSE,FALSE,1400,POL,median_ptpval,0.616838
FALSE,FALSE,1400,POL,agediffoverall,10.956758
FALSE,FALSE,1400,POL,knapp1,0.005627077
FALSE,FALSE,1400,POL,knapp10,0.05139964
FALSE,FALSE,1400,POL,knapp30,0.03666637
FALSE,FALSE,1400,POL,perf,7.9
FALSE,FALSE,1400,CZE,top1_obs,419
FALSE,FALSE,1400,CZE,top1_ptmean,228.893763
FALSE,FALSE,1400,CZE,top1_ptsd,102.6049422
FALSE,FALSE,1400,CZE,top1_ptpval,0.014221
FALSE,FALSE,1400,CZE,agedifftop1,1
FALSE,FALSE,1400,CZE,top10_obs,384.8
FALSE,FALSE,1400,CZE,top10_ptmean,315.826576
FALSE,FALSE,1400,CZE,top10_ptsd,47.984725160000004
FALSE,FALSE,1400,CZE,top10_ptpval,0.068506
FALSE,FALSE,1400,CZE,agedifftop10,5.8
FALSE,FALSE,1400,CZE,mean_obs,21.936116
FALSE,FALSE,1400,CZE,mean_ptmean,0.01281615
FALSE,FALSE,1400,CZE,mean_ptsd,19.96327875
FALSE,FALSE,1400,CZE,mean_ptpval,0.135927
FALSE,FALSE,1400,CZE,sd_obs,-4.2885901
FALSE,FALSE,1400,CZE,sd_ptmean,0.396730809
FALSE,FALSE,1400,CZE,sd_ptsd,13.46475704
FALSE,FALSE,1400,CZE,sd_ptpval,0.639351
FALSE,FALSE,1400,CZE,median_obs,19
FALSE,FALSE,1400,CZE,median_ptmean,0.359489
FALSE,FALSE,1400,CZE,median_ptsd,25.14738608
FALSE,FALSE,1400,CZE,median_ptpval,0.23164
FALSE,FALSE,1400,CZE,agediffoverall,13.8387608
FALSE,FALSE,1400,CZE,knapp1,0.0141148
FALSE,FALSE,1400,CZE,knapp10,0.3944779
FALSE,FALSE,1400,CZE,knapp30,0.3943292
FALSE,FALSE,1400,CZE,perf,3.1
FALSE,FALSE,1400,HUN,top1_obs,333
FALSE,FALSE,1400,HUN,top1_ptmean,214.245985
FALSE,FALSE,1400,HUN,top1_ptsd,104.6239047
FALSE,FALSE,1400,HUN,top1_ptpval,0.128159
FALSE,FALSE,1400,HUN,agedifftop1,-16
FALSE,FALSE,1400,HUN,top10_obs,332.7
FALSE,FALSE,1400,HUN,top10_ptmean,300.243616
FALSE,FALSE,1400,HUN,top10_ptsd,51.65208028
FALSE,FALSE,1400,HUN,top10_ptpval,0.269136
FALSE,FALSE,1400,HUN,agedifftop10,-6.5
FALSE,FALSE,1400,HUN,mean_obs,8.159988
FALSE,FALSE,1400,HUN,mean_ptmean,0.025476867
FALSE,FALSE,1400,HUN,mean_ptsd,25.47831726
FALSE,FALSE,1400,HUN,mean_ptpval,0.376277
FALSE,FALSE,1400,HUN,sd_obs,-1.7811881
FALSE,FALSE,1400,HUN,sd_ptmean,0.489939435
FALSE,FALSE,1400,HUN,sd_ptsd,16.2126328
FALSE,FALSE,1400,HUN,sd_ptpval,0.557933
FALSE,FALSE,1400,HUN,median_obs,15
FALSE,FALSE,1400,HUN,median_ptmean,-0.900044
FALSE,FALSE,1400,HUN,median_ptsd,34.65561883
FALSE,FALSE,1400,HUN,median_ptpval,0.348631
FALSE,FALSE,1400,HUN,agediffoverall,15.3487104
FALSE,FALSE,1400,HUN,knapp1,0.1276182
FALSE,FALSE,1400,HUN,knapp10,0.4722471
FALSE,FALSE,1400,HUN,knapp30,0.5426969
FALSE,FALSE,1400,HUN,perf,4
FALSE,FALSE,1400,IND,top1_obs,183
FALSE,FALSE,1400,IND,top1_ptmean,178.607224
FALSE,FALSE,1400,IND,top1_ptsd,101.2607239
FALSE,FALSE,1400,IND,top1_ptpval,0.493121
FALSE,FALSE,1400,IND,agedifftop1,18
FALSE,FALSE,1400,IND,top10_obs,264.9
FALSE,FALSE,1400,IND,top10_ptmean,328.916495
FALSE,FALSE,1400,IND,top10_ptsd,71.48039239
FALSE,FALSE,1400,IND,top10_ptpval,0.81285
FALSE,FALSE,1400,IND,agedifftop10,1.2
FALSE,FALSE,1400,IND,mean_obs,-179.127855
FALSE,FALSE,1400,IND,mean_ptmean,-0.004934758
FALSE,FALSE,1400,IND,mean_ptsd,30.00477943
FALSE,FALSE,1400,IND,mean_ptpval,1
FALSE,FALSE,1400,IND,sd_obs,-6.111917
FALSE,FALSE,1400,IND,sd_ptmean,0.909517061
FALSE,FALSE,1400,IND,sd_ptsd,24.41887078
FALSE,FALSE,1400,IND,sd_ptpval,0.607092
FALSE,FALSE,1400,IND,median_obs,-235
FALSE,FALSE,1400,IND,median_ptmean,-1.852783
FALSE,FALSE,1400,IND,median_ptsd,34.98342865
FALSE,FALSE,1400,IND,median_ptpval,1
FALSE,FALSE,1400,IND,agediffoverall,8.3932127
FALSE,FALSE,1400,IND,knapp1,0.491627
FALSE,FALSE,1400,IND,knapp10,0.9615296
FALSE,FALSE,1400,IND,knapp30,0.9998835
FALSE,FALSE,1400,IND,perf,4.9
FALSE,FALSE,1400,GRE,top1_obs,401
FALSE,FALSE,1400,GRE,top1_ptmean,138.625301
FALSE,FALSE,1400,GRE,top1_ptsd,104.0664098
FALSE,FALSE,1400,GRE,top1_ptpval,0.006099
FALSE,FALSE,1400,GRE,agedifftop1,-4
FALSE,FALSE,1400,GRE,top10_obs,442.8
FALSE,FALSE,1400,GRE,top10_ptmean,289.259455
FALSE,FALSE,1400,GRE,top10_ptsd,55.75156844
FALSE,FALSE,1400,GRE,top10_ptpval,0.001006
FALSE,FALSE,1400,GRE,agedifftop10,1.3
FALSE,FALSE,1400,GRE,mean_obs,87.956728
FALSE,FALSE,1400,GRE,mean_ptmean,0.045779768
FALSE,FALSE,1400,GRE,mean_ptsd,26.68798727
FALSE,FALSE,1400,GRE,mean_ptpval,3.89e-4
FALSE,FALSE,1400,GRE,sd_obs,55.152465
FALSE,FALSE,1400,GRE,sd_ptmean,0.524728341
FALSE,FALSE,1400,GRE,sd_ptsd,17.18679561
FALSE,FALSE,1400,GRE,sd_ptpval,4.89e-4
FALSE,FALSE,1400,GRE,median_obs,103
FALSE,FALSE,1400,GRE,median_ptmean,-2.7117205
FALSE,FALSE,1400,GRE,median_ptsd,40.67164721
FALSE,FALSE,1400,GRE,median_ptpval,0.002273
FALSE,FALSE,1400,GRE,agediffoverall,9.4439917
FALSE,FALSE,1400,GRE,knapp1,0.004993412
FALSE,FALSE,1400,GRE,knapp10,0.005902887
FALSE,FALSE,1400,GRE,knapp30,1.49539e-4
FALSE,FALSE,1400,GRE,perf,7.5
FALSE,FALSE,1400,SRB,top1_obs,256
FALSE,FALSE,1400,SRB,top1_ptmean,137.107657
FALSE,FALSE,1400,SRB,top1_ptsd,74.08675199
FALSE,FALSE,1400,SRB,top1_ptpval,0.041649
FALSE,FALSE,1400,SRB,agedifftop1,-24
FALSE,FALSE,1400,SRB,top10_obs,279.5
FALSE,FALSE,1400,SRB,top10_ptmean,227.596868
FALSE,FALSE,1400,SRB,top10_ptsd,39.45156563
FALSE,FALSE,1400,SRB,top10_ptpval,0.091185
FALSE,FALSE,1400,SRB,agedifftop10,-4.1
FALSE,FALSE,1400,SRB,mean_obs,41.602028
FALSE,FALSE,1400,SRB,mean_ptmean,0.017400181
FALSE,FALSE,1400,SRB,mean_ptsd,22.69245728
FALSE,FALSE,1400,SRB,mean_ptpval,0.03382
FALSE,FALSE,1400,SRB,sd_obs,2.0155573
FALSE,FALSE,1400,SRB,sd_ptmean,0.489817796
FALSE,FALSE,1400,SRB,sd_ptsd,14.93908551
FALSE,FALSE,1400,SRB,sd_ptpval,0.460256
FALSE,FALSE,1400,SRB,median_obs,39.5
FALSE,FALSE,1400,SRB,median_ptmean,1.7155975
FALSE,FALSE,1400,SRB,median_ptsd,30.58066893
FALSE,FALSE,1400,SRB,median_ptpval,0.112801
FALSE,FALSE,1400,SRB,agediffoverall,16.8888929
FALSE,FALSE,1400,SRB,knapp1,0.04170784
FALSE,FALSE,1400,SRB,knapp10,0.1189082
FALSE,FALSE,1400,SRB,knapp30,0.0172178
FALSE,FALSE,1400,SRB,perf,3.8
FALSE,FALSE,1400,BRA,top1_obs,381
FALSE,FALSE,1400,BRA,top1_ptmean,145.085877
FALSE,FALSE,1400,BRA,top1_ptsd,111.9586711
FALSE,FALSE,1400,BRA,top1_ptpval,0.028866
FALSE,FALSE,1400,BRA,agedifftop1,12
FALSE,FALSE,1400,BRA,top10_obs,488.1
FALSE,FALSE,1400,BRA,top10_ptmean,314.819281
FALSE,FALSE,1400,BRA,top10_ptsd,56.06321306
FALSE,FALSE,1400,BRA,top10_ptpval,2.13e-4
FALSE,FALSE,1400,BRA,agedifftop10,9.9
FALSE,FALSE,1400,BRA,mean_obs,117.419388
FALSE,FALSE,1400,BRA,mean_ptmean,0.059624404
FALSE,FALSE,1400,BRA,mean_ptsd,25.49766555
FALSE,FALSE,1400,BRA,mean_ptpval,0
FALSE,FALSE,1400,BRA,sd_obs,42.3044227
FALSE,FALSE,1400,BRA,sd_ptmean,0.624209977
FALSE,FALSE,1400,BRA,sd_ptsd,17.91104442
FALSE,FALSE,1400,BRA,sd_ptpval,0.007932
FALSE,FALSE,1400,BRA,median_obs,125
FALSE,FALSE,1400,BRA,median_ptmean,-1.2164995
FALSE,FALSE,1400,BRA,median_ptsd,31.59103437
FALSE,FALSE,1400,BRA,median_ptpval,4.5e-5
FALSE,FALSE,1400,BRA,agediffoverall,13.7720965
FALSE,FALSE,1400,BRA,knapp1,0.02908574
FALSE,FALSE,1400,BRA,knapp10,2.5485e-4
FALSE,FALSE,1400,BRA,knapp30,1.36e-5
FALSE,FALSE,1400,BRA,perf,6.7
FALSE,FALSE,1400,NED,top1_obs,388
FALSE,FALSE,1400,NED,top1_ptmean,278.978573
FALSE,FALSE,1400,NED,top1_ptsd,114.6640059
FALSE,FALSE,1400,NED,top1_ptpval,0.140454
FALSE,FALSE,1400,NED,agedifftop1,-3
FALSE,FALSE,1400,NED,top10_obs,339.6
FALSE,FALSE,1400,NED,top10_ptmean,335.595135
FALSE,FALSE,1400,NED,top10_ptsd,49.59075884
FALSE,FALSE,1400,NED,top10_ptpval,0.480786
FALSE,FALSE,1400,NED,agedifftop10,-0.5
FALSE,FALSE,1400,NED,mean_obs,59.116965
FALSE,FALSE,1400,NED,mean_ptmean,0.00590137
FALSE,FALSE,1400,NED,mean_ptsd,26.6562351
FALSE,FALSE,1400,NED,mean_ptpval,0.013451
FALSE,FALSE,1400,NED,sd_obs,-46.0918903
FALSE,FALSE,1400,NED,sd_ptmean,0.759735586
FALSE,FALSE,1400,NED,sd_ptsd,18.88745937
FALSE,FALSE,1400,NED,sd_ptpval,0.992999
FALSE,FALSE,1400,NED,median_obs,33
FALSE,FALSE,1400,NED,median_ptmean,0.7826535
FALSE,FALSE,1400,NED,median_ptsd,31.35230847
FALSE,FALSE,1400,NED,median_ptpval,0.159674
FALSE,FALSE,1400,NED,agediffoverall,11.530295
FALSE,FALSE,1400,NED,knapp1,0.1325198
FALSE,FALSE,1400,NED,knapp10,0.8363384
FALSE,FALSE,1400,NED,knapp30,0.1524636
FALSE,FALSE,1400,NED,perf,2.7
FALSE,FALSE,1400,UKR,top1_obs,131
FALSE,FALSE,1400,UKR,top1_ptmean,60.001303
FALSE,FALSE,1400,UKR,top1_ptsd,52.08951625
FALSE,FALSE,1400,UKR,top1_ptpval,0.076292
FALSE,FALSE,1400,UKR,agedifftop1,23
FALSE,FALSE,1400,UKR,top10_obs,279
FALSE,FALSE,1400,UKR,top10_ptmean,192.193221
FALSE,FALSE,1400,UKR,top10_ptsd,46.68697136
FALSE,FALSE,1400,UKR,top10_ptpval,0.035315
FALSE,FALSE,1400,UKR,agedifftop10,4
FALSE,FALSE,1400,UKR,mean_obs,46.532562
FALSE,FALSE,1400,UKR,mean_ptmean,-0.035416252
FALSE,FALSE,1400,UKR,mean_ptsd,36.93107104
FALSE,FALSE,1400,UKR,mean_ptpval,0.104174
FALSE,FALSE,1400,UKR,sd_obs,20.7874174
FALSE,FALSE,1400,UKR,sd_ptmean,0.625908519
FALSE,FALSE,1400,UKR,sd_ptsd,20.63317411
FALSE,FALSE,1400,UKR,sd_ptpval,0.16446
FALSE,FALSE,1400,UKR,median_obs,6.5
FALSE,FALSE,1400,UKR,median_ptmean,0.2433595
FALSE,FALSE,1400,UKR,median_ptsd,53.971744
FALSE,FALSE,1400,UKR,median_ptpval,0.465315
FALSE,FALSE,1400,UKR,agediffoverall,14.193159
FALSE,FALSE,1400,UKR,knapp1,0.07638616
FALSE,FALSE,1400,UKR,knapp10,0.01907925
FALSE,FALSE,1400,UKR,knapp30,0.2764108
FALSE,FALSE,1400,UKR,perf,7.6
FALSE,FALSE,1400,AUT,top1_obs,364
FALSE,FALSE,1400,AUT,top1_ptmean,254.027786
FALSE,FALSE,1400,AUT,top1_ptsd,102.016794
FALSE,FALSE,1400,AUT,top1_ptpval,0.122105
FALSE,FALSE,1400,AUT,agedifftop1,-6
FALSE,FALSE,1400,AUT,top10_obs,326.9
FALSE,FALSE,1400,AUT,top10_ptmean,275.585677
FALSE,FALSE,1400,AUT,top10_ptsd,45.45932149
FALSE,FALSE,1400,AUT,top10_ptpval,0.125669
FALSE,FALSE,1400,AUT,agedifftop10,11.9
FALSE,FALSE,1400,AUT,mean_obs,97.517433
FALSE,FALSE,1400,AUT,mean_ptmean,-0.004839468
FALSE,FALSE,1400,AUT,mean_ptsd,26.08714461
FALSE,FALSE,1400,AUT,mean_ptpval,8.6e-5
FALSE,FALSE,1400,AUT,sd_obs,-16.5346706
FALSE,FALSE,1400,AUT,sd_ptmean,0.686824025
FALSE,FALSE,1400,AUT,sd_ptsd,17.63795806
FALSE,FALSE,1400,AUT,sd_ptpval,0.835053
FALSE,FALSE,1400,AUT,median_obs,131
FALSE,FALSE,1400,AUT,median_ptmean,0.748202
FALSE,FALSE,1400,AUT,median_ptsd,30.79459057
FALSE,FALSE,1400,AUT,median_ptpval,1.8e-5
FALSE,FALSE,1400,AUT,agediffoverall,13.6086123
FALSE,FALSE,1400,AUT,knapp1,0.1219079
FALSE,FALSE,1400,AUT,knapp10,0.1838972
FALSE,FALSE,1400,AUT,knapp30,1.64e-5
FALSE,FALSE,1400,AUT,perf,3.2
FALSE,FALSE,1400,IRI,top1_obs,90
FALSE,FALSE,1400,IRI,top1_ptmean,205.345432
FALSE,FALSE,1400,IRI,top1_ptsd,126.0573703
FALSE,FALSE,1400,IRI,top1_ptpval,0.85191
FALSE,FALSE,1400,IRI,agedifftop1,2
FALSE,FALSE,1400,IRI,top10_obs,357.5
FALSE,FALSE,1400,IRI,top10_ptmean,425.906691
FALSE,FALSE,1400,IRI,top10_ptsd,76.09882446
FALSE,FALSE,1400,IRI,top10_ptpval,0.814579
FALSE,FALSE,1400,IRI,agedifftop10,-0.1
FALSE,FALSE,1400,IRI,mean_obs,30.697598
FALSE,FALSE,1400,IRI,mean_ptmean,0.04498672
FALSE,FALSE,1400,IRI,mean_ptsd,27.28531704
FALSE,FALSE,1400,IRI,mean_ptpval,0.129643
FALSE,FALSE,1400,IRI,sd_obs,-32.5615392
FALSE,FALSE,1400,IRI,sd_ptmean,1.437430021
FALSE,FALSE,1400,IRI,sd_ptsd,25.94823741
FALSE,FALSE,1400,IRI,sd_ptpval,0.903114
FALSE,FALSE,1400,IRI,median_obs,75.5
FALSE,FALSE,1400,IRI,median_ptmean,0.8460415
FALSE,FALSE,1400,IRI,median_ptsd,28.79778719
FALSE,FALSE,1400,IRI,median_ptpval,0.002605
FALSE,FALSE,1400,IRI,agediffoverall,9.9352235
FALSE,FALSE,1400,IRI,knapp1,0.7866025
FALSE,FALSE,1400,IRI,knapp10,0.6871415
FALSE,FALSE,1400,IRI,knapp30,1.87723e-4
FALSE,FALSE,1400,IRI,perf,3.9
FALSE,FALSE,1400,COL,top1_obs,292
FALSE,FALSE,1400,COL,top1_ptmean,83.246117
FALSE,FALSE,1400,COL,top1_ptsd,81.74673608
FALSE,FALSE,1400,COL,top1_ptpval,0.007472
FALSE,FALSE,1400,COL,agedifftop1,-1
FALSE,FALSE,1400,COL,top10_obs,348.3
FALSE,FALSE,1400,COL,top10_ptmean,246.054682
FALSE,FALSE,1400,COL,top10_ptsd,54.98750685
FALSE,FALSE,1400,COL,top10_ptpval,0.028261
FALSE,FALSE,1400,COL,agedifftop10,5.2
FALSE,FALSE,1400,COL,mean_obs,45.327457
FALSE,FALSE,1400,COL,mean_ptmean,0.027398203
FALSE,FALSE,1400,COL,mean_ptsd,30.18742529
FALSE,FALSE,1400,COL,mean_ptpval,0.065774
FALSE,FALSE,1400,COL,sd_obs,31.155161
FALSE,FALSE,1400,COL,sd_ptmean,0.730176535
FALSE,FALSE,1400,COL,sd_ptsd,20.36712272
FALSE,FALSE,1400,COL,sd_ptpval,0.067263
FALSE,FALSE,1400,COL,median_obs,48
FALSE,FALSE,1400,COL,median_ptmean,-0.4977495
FALSE,FALSE,1400,COL,median_ptsd,38.49064808
FALSE,FALSE,1400,COL,median_ptpval,0.088804
FALSE,FALSE,1400,COL,agediffoverall,12.698489
FALSE,FALSE,1400,COL,knapp1,0.007484751
FALSE,FALSE,1400,COL,knapp10,0.1063044
FALSE,FALSE,1400,COL,knapp30,0.0676798
FALSE,FALSE,1400,COL,perf,9.2
FALSE,FALSE,1400,CHN,top1_obs,137
FALSE,FALSE,1400,CHN,top1_ptmean,40.188706
FALSE,FALSE,1400,CHN,top1_ptsd,68.01734055
FALSE,FALSE,1400,CHN,top1_ptpval,0.054453
FALSE,FALSE,1400,CHN,agedifftop1,2
FALSE,FALSE,1400,CHN,top10_obs,231.7
FALSE,FALSE,1400,CHN,top10_ptmean,85.697432
FALSE,FALSE,1400,CHN,top10_ptsd,51.56065528
FALSE,FALSE,1400,CHN,top10_ptpval,9.35e-4
FALSE,FALSE,1400,CHN,agedifftop10,4.4
FALSE,FALSE,1400,CHN,mean_obs,53.241039
FALSE,FALSE,1400,CHN,mean_ptmean,0.007540654
FALSE,FALSE,1400,CHN,mean_ptsd,53.89442887
FALSE,FALSE,1400,CHN,mean_ptpval,0.162282
FALSE,FALSE,1400,CHN,sd_obs,87.2608011
FALSE,FALSE,1400,CHN,sd_ptmean,0.43675475
FALSE,FALSE,1400,CHN,sd_ptsd,27.55451036
FALSE,FALSE,1400,CHN,sd_ptpval,9.61e-4
FALSE,FALSE,1400,CHN,median_obs,36.5
FALSE,FALSE,1400,CHN,median_ptmean,0.6599855
FALSE,FALSE,1400,CHN,median_ptsd,78.5535206
FALSE,FALSE,1400,CHN,median_ptpval,0.3261
FALSE,FALSE,1400,CHN,agediffoverall,0.2788978
FALSE,FALSE,1400,CHN,knapp1,0.05367483
FALSE,FALSE,1400,CHN,knapp10,0.001525475
FALSE,FALSE,1400,CHN,knapp30,0.3244
FALSE,FALSE,1400,CHN,perf,30.1
